ERROR:root:Division by zero error: division by zero
ERROR:root:This is an error message
CRITICAL:root:This is a critical message
ERROR:root:This is an error message.
DEBUG:MyLogger:This is log message number 693
DEBUG:MyLogger:This is log message number 694
DEBUG:MyLogger:This is log message number 695
DEBUG:MyLogger:This is log message number 696
DEBUG:MyLogger:This is log message number 697
DEBUG:MyLogger:This is log message number 698
DEBUG:MyLogger:This is log message number 699
DEBUG:MyLogger:This is log message number 700
DEBUG:MyLogger:This is log message number 701
DEBUG:MyLogger:This is log message number 702
DEBUG:MyLogger:This is log message number 703
DEBUG:MyLogger:This is log message number 704
DEBUG:MyLogger:This is log message number 705
DEBUG:MyLogger:This is log message number 706
DEBUG:MyLogger:This is log message number 707
DEBUG:MyLogger:This is log message number 708
DEBUG:MyLogger:This is log message number 709
DEBUG:MyLogger:This is log message number 710
DEBUG:MyLogger:This is log message number 711
DEBUG:MyLogger:This is log message number 712
DEBUG:MyLogger:This is log message number 713
DEBUG:MyLogger:This is log message number 714
DEBUG:MyLogger:This is log message number 715
DEBUG:MyLogger:This is log message number 716
DEBUG:MyLogger:This is log message number 717
DEBUG:MyLogger:This is log message number 718
DEBUG:MyLogger:This is log message number 719
DEBUG:MyLogger:This is log message number 720
DEBUG:MyLogger:This is log message number 721
DEBUG:MyLogger:This is log message number 722
DEBUG:MyLogger:This is log message number 723
DEBUG:MyLogger:This is log message number 724
DEBUG:MyLogger:This is log message number 725
DEBUG:MyLogger:This is log message number 726
DEBUG:MyLogger:This is log message number 727
DEBUG:MyLogger:This is log message number 728
DEBUG:MyLogger:This is log message number 729
DEBUG:MyLogger:This is log message number 730
DEBUG:MyLogger:This is log message number 731
DEBUG:MyLogger:This is log message number 732
DEBUG:MyLogger:This is log message number 733
DEBUG:MyLogger:This is log message number 734
DEBUG:MyLogger:This is log message number 735
DEBUG:MyLogger:This is log message number 736
DEBUG:MyLogger:This is log message number 737
DEBUG:MyLogger:This is log message number 738
DEBUG:MyLogger:This is log message number 739
DEBUG:MyLogger:This is log message number 740
DEBUG:MyLogger:This is log message number 741
DEBUG:MyLogger:This is log message number 742
DEBUG:MyLogger:This is log message number 743
DEBUG:MyLogger:This is log message number 744
DEBUG:MyLogger:This is log message number 745
DEBUG:MyLogger:This is log message number 746
DEBUG:MyLogger:This is log message number 747
DEBUG:MyLogger:This is log message number 748
DEBUG:MyLogger:This is log message number 749
DEBUG:MyLogger:This is log message number 750
DEBUG:MyLogger:This is log message number 751
DEBUG:MyLogger:This is log message number 752
DEBUG:MyLogger:This is log message number 753
DEBUG:MyLogger:This is log message number 754
DEBUG:MyLogger:This is log message number 755
DEBUG:MyLogger:This is log message number 756
DEBUG:MyLogger:This is log message number 757
DEBUG:MyLogger:This is log message number 758
DEBUG:MyLogger:This is log message number 759
DEBUG:MyLogger:This is log message number 760
DEBUG:MyLogger:This is log message number 761
DEBUG:MyLogger:This is log message number 762
DEBUG:MyLogger:This is log message number 763
DEBUG:MyLogger:This is log message number 764
DEBUG:MyLogger:This is log message number 765
DEBUG:MyLogger:This is log message number 766
DEBUG:MyLogger:This is log message number 767
DEBUG:MyLogger:This is log message number 768
DEBUG:MyLogger:This is log message number 769
DEBUG:MyLogger:This is log message number 770
DEBUG:MyLogger:This is log message number 771
DEBUG:MyLogger:This is log message number 772
DEBUG:MyLogger:This is log message number 773
DEBUG:MyLogger:This is log message number 774
DEBUG:MyLogger:This is log message number 775
DEBUG:MyLogger:This is log message number 776
DEBUG:MyLogger:This is log message number 777
DEBUG:MyLogger:This is log message number 778
DEBUG:MyLogger:This is log message number 779
DEBUG:MyLogger:This is log message number 780
DEBUG:MyLogger:This is log message number 781
DEBUG:MyLogger:This is log message number 782
DEBUG:MyLogger:This is log message number 783
DEBUG:MyLogger:This is log message number 784
DEBUG:MyLogger:This is log message number 785
DEBUG:MyLogger:This is log message number 786
DEBUG:MyLogger:This is log message number 787
DEBUG:MyLogger:This is log message number 788
DEBUG:MyLogger:This is log message number 789
DEBUG:MyLogger:This is log message number 790
DEBUG:MyLogger:This is log message number 791
DEBUG:MyLogger:This is log message number 792
DEBUG:MyLogger:This is log message number 793
DEBUG:MyLogger:This is log message number 794
DEBUG:MyLogger:This is log message number 795
DEBUG:MyLogger:This is log message number 796
DEBUG:MyLogger:This is log message number 797
DEBUG:MyLogger:This is log message number 798
DEBUG:MyLogger:This is log message number 799
DEBUG:MyLogger:This is log message number 800
DEBUG:MyLogger:This is log message number 801
DEBUG:MyLogger:This is log message number 802
DEBUG:MyLogger:This is log message number 803
DEBUG:MyLogger:This is log message number 804
DEBUG:MyLogger:This is log message number 805
DEBUG:MyLogger:This is log message number 806
DEBUG:MyLogger:This is log message number 807
DEBUG:MyLogger:This is log message number 808
DEBUG:MyLogger:This is log message number 809
DEBUG:MyLogger:This is log message number 810
DEBUG:MyLogger:This is log message number 811
DEBUG:MyLogger:This is log message number 812
DEBUG:MyLogger:This is log message number 813
DEBUG:MyLogger:This is log message number 814
DEBUG:MyLogger:This is log message number 815
DEBUG:MyLogger:This is log message number 816
DEBUG:MyLogger:This is log message number 817
DEBUG:MyLogger:This is log message number 818
DEBUG:MyLogger:This is log message number 819
DEBUG:MyLogger:This is log message number 820
DEBUG:MyLogger:This is log message number 821
DEBUG:MyLogger:This is log message number 822
DEBUG:MyLogger:This is log message number 823
DEBUG:MyLogger:This is log message number 824
DEBUG:MyLogger:This is log message number 825
DEBUG:MyLogger:This is log message number 826
DEBUG:MyLogger:This is log message number 827
DEBUG:MyLogger:This is log message number 828
DEBUG:MyLogger:This is log message number 829
DEBUG:MyLogger:This is log message number 830
DEBUG:MyLogger:This is log message number 831
DEBUG:MyLogger:This is log message number 832
DEBUG:MyLogger:This is log message number 833
DEBUG:MyLogger:This is log message number 834
DEBUG:MyLogger:This is log message number 835
DEBUG:MyLogger:This is log message number 836
DEBUG:MyLogger:This is log message number 837
DEBUG:MyLogger:This is log message number 838
DEBUG:MyLogger:This is log message number 839
DEBUG:MyLogger:This is log message number 840
DEBUG:MyLogger:This is log message number 841
DEBUG:MyLogger:This is log message number 842
DEBUG:MyLogger:This is log message number 843
DEBUG:MyLogger:This is log message number 844
DEBUG:MyLogger:This is log message number 845
DEBUG:MyLogger:This is log message number 846
DEBUG:MyLogger:This is log message number 847
DEBUG:MyLogger:This is log message number 848
DEBUG:MyLogger:This is log message number 849
DEBUG:MyLogger:This is log message number 850
DEBUG:MyLogger:This is log message number 851
DEBUG:MyLogger:This is log message number 852
DEBUG:MyLogger:This is log message number 853
DEBUG:MyLogger:This is log message number 854
DEBUG:MyLogger:This is log message number 855
DEBUG:MyLogger:This is log message number 856
DEBUG:MyLogger:This is log message number 857
DEBUG:MyLogger:This is log message number 858
DEBUG:MyLogger:This is log message number 859
DEBUG:MyLogger:This is log message number 860
DEBUG:MyLogger:This is log message number 861
DEBUG:MyLogger:This is log message number 862
DEBUG:MyLogger:This is log message number 863
DEBUG:MyLogger:This is log message number 864
DEBUG:MyLogger:This is log message number 865
DEBUG:MyLogger:This is log message number 866
DEBUG:MyLogger:This is log message number 867
DEBUG:MyLogger:This is log message number 868
DEBUG:MyLogger:This is log message number 869
DEBUG:MyLogger:This is log message number 870
DEBUG:MyLogger:This is log message number 871
DEBUG:MyLogger:This is log message number 872
DEBUG:MyLogger:This is log message number 873
DEBUG:MyLogger:This is log message number 874
DEBUG:MyLogger:This is log message number 875
DEBUG:MyLogger:This is log message number 876
DEBUG:MyLogger:This is log message number 877
DEBUG:MyLogger:This is log message number 878
DEBUG:MyLogger:This is log message number 879
DEBUG:MyLogger:This is log message number 880
DEBUG:MyLogger:This is log message number 881
DEBUG:MyLogger:This is log message number 882
DEBUG:MyLogger:This is log message number 883
DEBUG:MyLogger:This is log message number 884
DEBUG:MyLogger:This is log message number 885
DEBUG:MyLogger:This is log message number 886
DEBUG:MyLogger:This is log message number 887
DEBUG:MyLogger:This is log message number 888
DEBUG:MyLogger:This is log message number 889
DEBUG:MyLogger:This is log message number 890
DEBUG:MyLogger:This is log message number 891
DEBUG:MyLogger:This is log message number 892
DEBUG:MyLogger:This is log message number 893
DEBUG:MyLogger:This is log message number 894
DEBUG:MyLogger:This is log message number 895
DEBUG:MyLogger:This is log message number 896
DEBUG:MyLogger:This is log message number 897
DEBUG:MyLogger:This is log message number 898
DEBUG:MyLogger:This is log message number 899
DEBUG:MyLogger:This is log message number 900
DEBUG:MyLogger:This is log message number 901
DEBUG:MyLogger:This is log message number 902
DEBUG:MyLogger:This is log message number 903
DEBUG:MyLogger:This is log message number 904
DEBUG:MyLogger:This is log message number 905
DEBUG:MyLogger:This is log message number 906
DEBUG:MyLogger:This is log message number 907
DEBUG:MyLogger:This is log message number 908
DEBUG:MyLogger:This is log message number 909
DEBUG:MyLogger:This is log message number 910
DEBUG:MyLogger:This is log message number 911
DEBUG:MyLogger:This is log message number 912
DEBUG:MyLogger:This is log message number 913
DEBUG:MyLogger:This is log message number 914
DEBUG:MyLogger:This is log message number 915
DEBUG:MyLogger:This is log message number 916
DEBUG:MyLogger:This is log message number 917
DEBUG:MyLogger:This is log message number 918
DEBUG:MyLogger:This is log message number 919
DEBUG:MyLogger:This is log message number 920
DEBUG:MyLogger:This is log message number 921
DEBUG:MyLogger:This is log message number 922
DEBUG:MyLogger:This is log message number 923
DEBUG:MyLogger:This is log message number 924
DEBUG:MyLogger:This is log message number 925
DEBUG:MyLogger:This is log message number 926
DEBUG:MyLogger:This is log message number 927
DEBUG:MyLogger:This is log message number 928
DEBUG:MyLogger:This is log message number 929
DEBUG:MyLogger:This is log message number 930
DEBUG:MyLogger:This is log message number 931
DEBUG:MyLogger:This is log message number 932
DEBUG:MyLogger:This is log message number 933
DEBUG:MyLogger:This is log message number 934
DEBUG:MyLogger:This is log message number 935
DEBUG:MyLogger:This is log message number 936
DEBUG:MyLogger:This is log message number 937
DEBUG:MyLogger:This is log message number 938
DEBUG:MyLogger:This is log message number 939
DEBUG:MyLogger:This is log message number 940
DEBUG:MyLogger:This is log message number 941
DEBUG:MyLogger:This is log message number 942
DEBUG:MyLogger:This is log message number 943
DEBUG:MyLogger:This is log message number 944
DEBUG:MyLogger:This is log message number 945
DEBUG:MyLogger:This is log message number 946
DEBUG:MyLogger:This is log message number 947
DEBUG:MyLogger:This is log message number 948
DEBUG:MyLogger:This is log message number 949
DEBUG:MyLogger:This is log message number 950
DEBUG:MyLogger:This is log message number 951
DEBUG:MyLogger:This is log message number 952
DEBUG:MyLogger:This is log message number 953
DEBUG:MyLogger:This is log message number 954
DEBUG:MyLogger:This is log message number 955
DEBUG:MyLogger:This is log message number 956
DEBUG:MyLogger:This is log message number 957
DEBUG:MyLogger:This is log message number 958
DEBUG:MyLogger:This is log message number 959
DEBUG:MyLogger:This is log message number 960
DEBUG:MyLogger:This is log message number 961
DEBUG:MyLogger:This is log message number 962
DEBUG:MyLogger:This is log message number 963
DEBUG:MyLogger:This is log message number 964
DEBUG:MyLogger:This is log message number 965
DEBUG:MyLogger:This is log message number 966
DEBUG:MyLogger:This is log message number 967
DEBUG:MyLogger:This is log message number 968
DEBUG:MyLogger:This is log message number 969
DEBUG:MyLogger:This is log message number 970
DEBUG:MyLogger:This is log message number 971
DEBUG:MyLogger:This is log message number 972
DEBUG:MyLogger:This is log message number 973
DEBUG:MyLogger:This is log message number 974
DEBUG:MyLogger:This is log message number 975
DEBUG:MyLogger:This is log message number 976
DEBUG:MyLogger:This is log message number 977
DEBUG:MyLogger:This is log message number 978
DEBUG:MyLogger:This is log message number 979
